OSOURCE,STATE,ZIP,MAILCODE,NOEXCH,MDMAUD,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
AGR,MI,48043,A,0,XXXX,12,E,H,M,3,L,F,A,S,1
IMP,IL,60957,A,0,XXXX,45,,U,F,0,L,F,D,R,2
SYN,other,51579,A,0,XXXX,45,E,H,M,2,L,F,D,R,2
SYN,other,36111,A,0,XXXX,24,E,H,M,3,L,G,B,C,1
,IL,60631,B,0,XXXX,2,E,H,M,2,L,F,A,U,1
HHH,FL,33761,A,0,XXXX,22,,U,F,1,L,E,A,C,1
BHG,CA,95608,A,0,XXXX,2,E,H,M,1,L,G,B,U,1
DCD,IN,46077,A,0,XXXX,34,E,H,M,2,L,F,B,T,1
SSS,CA,93291,A,0,XXXX,31,I,U,F,1,L,F,B,C,3
DNA,CA,94043,A,0,XXXX,11,E,U,F,3,L,E,A,S,1
L15,GA,30360,A,0,XXXX,14,E,H,M,3,L,F,A,S,1
STR,NC,28723,A,0,XXXX,45,,U,F,2,L,E,D,R,2
DRK,MI,49508,A,0,XXXX,18,E,H,M,3,L,G,B,S,2
SPN,WI,53533,A,0,XXXX,15,,U,M,3,L,E,D,S,1
AML,other,99801,A,0,XXXX,34,E,U,F,1,L,F,A,T,1
DNA,CA,90275,A,0,XXXX,40,E,H,F,3,L,F,A,R,2
AML,CA,90020,A,0,XXXX,9,E,U,F,3,L,F,A,U,3
FOR,WA,98466,A,0,XXXX,13,E,H,M,3,L,G,A,S,1
STR,other,85365,A,0,XXXX,31,,U,F,0,L,D,C,C,3
AHN,CA,90604-,A,0,XXXX,21,E,H,M,2,L,F,A,S,3
SYN,other,70043,A,0,XXXX,18,E,H,M,3,L,D,B,S,2
SUN,other,85033,A,0,XXXX,10,E,H,F,2,L,G,A,U,4
DCD,FL,33152,A,0,XXXX,31,,U,M,0,L,G,A,C,3
PBL,FL,34667,A,0,XXXX,33,E,H,M,3,L,F,A,C,3
MCO,NC,28753,A,0,XXXX,43,,U,F,2,L,F,D,R,2
BHG,CA,95357,A,0,XXXX,40,E,H,F,3,L,F,B,T,2
NCD,NC,28052,A,0,XXXX,30,,H,F,2,L,G,B,C,3
SYN,NC,28716,A,0,XXXX,36,E,U,M,2,L,F,D,T,2
AML,other,97215,A,0,XXXX,10,,U,F,0,L,D,B,U,4
BHG,MI,49428,A,0,XXXX,18,E,H,M,3,L,F,B,S,2
AMB,IL,60616,A,0,XXXX,8,E,U,F,2,L,E,A,U,3
SYN,NC,27513,A,0,XXXX,11,E,H,F,2,L,D,B,S,1
USN,TX,77379,A,1,XXXX,24,E,H,M,3,L,F,A,C,1
DCD,FL,33837,A,0,XXXX,36,E,H,M,2,L,F,B,T,2
L03,WI,53711,A,0,XXXX,12,E,H,M,3,L,F,B,S,1
MBC,TX,75436,A,0,XXXX,51,,U,F,2,L,E,D,R,3
SYN,GA,30458,A,0,XXXX,37,E,H,M,3,L,F,D,T,2
HOS,NC,28645,A,0,XXXX,36,I,U,F,2,L,E,C,T,2
PV3,CA,91006,A,0,XXXX,13,E,H,F,3,L,G,A,S,1
DRK,other,38116-,A,0,XXXX,17,E,U,M,3,L,G,B,S,2
AML,other,83221,A,0,XXXX,53,E,H,F,3,L,F,D,R,3
CHK,IL,62294,A,0,XXXX,40,E,U,M,3,L,F,A,T,2
BHG,CA,92119,A,0,XXXX,18,E,H,M,3,L,E,A,S,2
FRC,FL,34608,A,0,XXXX,33,E,H,M,3,L,G,A,C,3
LIS,other,83350,A,0,XXXX,41,E,H,M,3,L,D,D,T,3
SMM,CA,93611,A,0,XXXX,35,,U,Other,2,L,F,B,T,1
HCC,CA,92211,A,0,XXXX,40,E,H,M,3,L,G,A,R,2
ANT,GA,31501,A,0,XXXX,41,E,H,F,3,L,F,D,T,3
MCO,WA,99141,A,0,XXXX,49,,U,F,0,L,G,D,R,2
DEL,other,39180,A,0,XXXX,35,E,U,F,2,L,F,D,T,1
HCC,CA,95138-,A,0,XXXX,11,E,H,M,3,L,F,A,S,1
FOR,IL,60402,A,0,XXXX,5,,H,M,2,L,E,A,U,2
HOS,CA,91340,A,0,XXXX,19,E,H,F,1,L,F,A,S,2
HCC,other,97838,A,0,XXXX,38,E,H,M,3,L,F,C,T,2
IMP,WI,54914,A,0,XXXX,28,E,H,F,2,L,F,B,C,2
SSS,CA,94521,A,0,XXXX,12,,U,M,3,L,F,A,S,1
JFY,WI,54435,A,0,XXXX,51,E,U,F,3,L,F,D,R,3
L03,FL,33056,A,0,XXXX,19,E,H,M,3,L,E,A,S,2
IMP,IN,47714,A,0,XXXX,28,E,H,M,3,L,G,B,C,2
HCC,FL,34606,A,0,XXXX,28,,U,F,2,L,G,A,C,2
AGR,MI,48356,A,0,XXXX,40,E,H,Other,3,L,E,A,T,2
IMP,other,29223,A,0,XXXX,17,,U,M,0,L,F,B,S,2
L16,IN,46226,A,0,XXXX,18,E,H,F,3,L,F,B,S,2
SYN,GA,30305,A,0,XXXX,15,E,H,F,3,L,F,A,S,1
BHG,other,17744,A,0,XXXX,51,I,U,M,0,L,F,C,R,3
K3M,TX,75216,A,0,XXXX,8,E,H,F,3,L,F,A,U,3
IMP,other,39206,A,0,XXXX,24,I,U,F,0,L,G,B,C,1
ARG,GA,31082,A,0,XXXX,42,E,H,M,3,L,F,D,R,1
WKB,IL,61354,A,0,XXXX,40,,H,M,3,L,D,C,T,2
RMG,MO,64063,A,0,XXXX,20,E,H,M,3,L,F,B,S,2
FOR,FL,33569-,A,0,XXXX,36,E,H,F,3,L,F,A,T,2
L04,IL,61443,A,0,XXXX,37,E,U,F,3,L,F,B,T,2
HOS,other,42240,A,0,XXXX,41,E,H,F,3,L,E,C,T,3
WKB,CA,90630,A,0,XXXX,2,,H,F,3,L,E,A,U,1
DNA,other,55435,A,0,XXXX,11,,U,M,0,L,E,A,S,1
MCC,WA,98106,A,0,XXXX,16,,H,F,3,L,F,A,S,2
L02,other,35175,A,0,XXXX,49,I,U,Other,0,L,E,C,R,2
NSH,CA,95461,A,0,XXXX,44,E,H,F,2,L,G,C,R,2
DRK,IL,60091,A,0,XXXX,13,,H,F,3,L,F,A,S,1
LHJ,other,83835,A,0,XXXX,40,E,H,M,2,L,F,C,T,2
CNT,WI,53590,A,0,XXXX,38,E,H,M,3,L,F,B,T,2
DRK,IL,62025,A,0,XXXX,41,E,U,F,3,L,F,A,T,3
L01,other,80128,A,0,XXXX,14,E,H,F,2,L,F,B,S,1
DEL,TX,76310-,A,0,XXXX,28,,U,M,2,L,F,C,C,2
IMP,WA,98006,A,0,XXXX,13,E,H,M,3,L,F,A,S,1
AMB,MI,49801,A,0,XXXX,49,E,H,F,3,L,D,D,R,2
HOS,IN,46408,A,0,XXXX,32,E,H,F,2,L,F,A,C,3
ACS,CA,90020,A,0,XXXX,4,,U,F,0,L,E,A,U,2
SYN,CA,94062,A,0,XXXX,13,,U,F,1,L,F,A,S,1
LHJ,other,89423,A,0,XXXX,42,,U,F,2,L,E,D,R,1
STR,IL,60004,A,0,XXXX,1,I,U,F,2,L,D,A,U,1
L01,WA,98026,A,0,XXXX,12,E,H,F,2,L,F,A,S,1
SYN,other,29582-,A,0,XXXX,47,E,H,M,2,L,F,C,R,2
ASC,GA,30297,A,0,XXXX,21,E,H,M,3,L,E,A,S,3
AML,CA,92506,A,0,XXXX,24,E,H,F,3,L,G,A,C,1
L02,IL,62837,A,0,XXXX,45,E,U,F,3,L,F,D,R,2
SCP,MI,48509,A,0,XXXX,21,E,H,M,3,L,F,B,S,3
FCR,FL,32526,A,0,XXXX,40,,U,M,3,L,E,B,R,2
FCR,other,85203,A,0,XXXX,6,I,U,M,0,L,F,A,U,2
FAR,WA,98830,A,0,XXXX,52,,H,M,2,L,E,D,R,3
L21,CA,94565,A,0,XXXX,18,E,H,M,3,L,F,A,S,2
MBC,CA,92677,A,0,XXXX,11,,U,F,0,L,E,A,S,1
CWR,TX,78704,A,0,XXXX,9,,H,F,3,L,F,B,U,3
L04,other,88001,A,0,XXXX,27,E,H,F,2,L,E,C,C,2
DON,other,51546,A,0,XXXX,48,E,H,F,2,L,G,D,R,2
L25,other,73507,A,0,XXXX,27,E,H,M,2,L,F,C,C,2
L01,other,97327,A,0,XXXX,44,E,U,F,1,L,E,C,R,2
MBC,NC,27260,A,0,XXXX,32,E,H,M,2,L,F,B,C,3
AVN,WI,53534,A,0,XXXX,46,E,H,F,3,L,D,C,R,2
FRC,MI,48043,A,0,XXXX,20,E,H,F,2,L,G,A,S,2
TX2,TX,76360,A,0,XXXX,44,E,H,M,2,L,F,C,R,2
IMA,CA,91042,A,0,XXXX,11,E,H,F,3,L,E,A,S,1
HOW,WA,99352,A,0,XXXX,27,E,H,F,2,L,F,C,C,2
LIS,CA,90503,A,0,XXXX,2,E,H,M,3,L,E,A,U,1
LIS,FL,32205,A,0,XXXX,27,E,H,M,3,L,F,B,C,2
AMB,GA,30701,A,0,XXXX,40,,U,F,2,L,E,D,T,2
ARG,other,85282,A,0,XXXX,5,E,U,F,3,L,F,A,U,2
RPH,IL,62033,A,0,XXXX,53,,U,F,2,L,E,D,R,3
HAN,other,29906,A,0,XXXX,40,,U,F,0,L,F,C,T,2
MCC,GA,31779,A,0,XXXX,45,,H,M,3,L,G,D,R,2
LIS,other,82443,A,0,XXXX,46,,U,M,0,L,D,D,R,2
HCC,CA,90404,A,0,XXXX,6,E,H,F,3,L,F,A,U,2
GRT,CA,92104,A,0,XXXX,7,E,H,F,3,L,F,A,U,2
HAN,WI,54914,A,0,XXXX,30,E,U,F,3,L,G,B,C,3
WKB,other,67206,A,0,XXXX,13,E,H,F,3,L,F,B,S,1
STL,CA,94519,A,0,XXXX,40,,U,F,3,L,F,A,R,2
L21,CA,95822,A,0,XXXX,8,E,H,M,2,L,G,B,U,3
GPS,IL,60102,A,0,XXXX,14,E,H,M,2,L,F,A,S,1
RMG,FL,33030,A,0,XXXX,14,I,U,F,0,L,G,A,S,1
SPN,CA,91762,A,0,XXXX,7,,U,F,0,L,G,A,U,2
,GA,30311,A,0,XXXX,40,E,U,F,3,L,F,A,R,2
BRE,MI,49505,A,0,XXXX,5,E,H,F,3,L,F,B,U,2
AML,MI,49113,A,0,XXXX,43,E,H,M,3,L,F,C,R,2
IMP,other,80221,A,0,XXXX,30,,U,F,1,L,E,B,C,3
HAN,other,22203,A,0,XXXX,25,E,U,M,2,L,F,A,C,2
HHH,other,97462,A,0,XXXX,49,,U,M,0,L,F,C,R,2
ESN,CA,91792,A,0,XXXX,40,,U,F,0,L,F,A,T,2
SYN,TX,78242,A,0,XXXX,19,E,H,F,3,L,F,B,S,2
AMB,NC,28215,A,0,XXXX,12,E,H,F,3,L,E,B,S,1
DRK,CA,95066,A,0,XXXX,23,E,U,M,3,L,D,A,C,1
BOA,CA,93612,A,0,XXXX,6,E,H,F,3,L,F,B,U,2
RPH,other,37191,A,0,XXXX,43,I,U,F,0,L,F,C,R,2
NEW,other,70125,A,0,XXXX,3,,H,M,3,L,F,B,U,1
L01,other,85614-,A,0,XXXX,14,E,U,F,3,L,F,B,S,1
BHG,TX,79404,A,0,XXXX,30,E,H,M,3,L,E,C,C,3
L21,CA,90003,A,0,XXXX,10,E,H,M,2,L,F,A,U,4
GUR,FL,32570,A,0,XXXX,39,E,H,M,3,L,G,B,T,2
WRG,other,72701-,A,0,XXXX,44,,U,F,2,L,F,C,R,2
ASC,WI,53225-,B,0,XXXX,53,,U,F,0,L,F,B,R,3
HOS,other,35211,A,0,XXXX,32,E,U,F,3,L,F,B,C,3
FRC,TX,76133,A,0,XXXX,13,E,H,F,3,L,F,A,S,1
TPS,other,41230,A,0,XXXX,43,I,U,F,0,L,F,D,R,2
HOS,IL,60096,A,0,XXXX,27,,U,F,0,L,F,A,C,2
L02,other,80526,A,0,XXXX,24,E,H,F,2,L,G,C,C,1
LIS,CA,95621,A,0,XXXX,5,I,H,M,2,L,E,B,U,2
MCC,other,97355,A,0,XXXX,46,,U,F,2,L,E,C,R,2
PBL,CA,95821,A,0,XXXX,9,E,H,M,3,L,F,B,U,3
L02,IL,60827,A,0,XXXX,5,E,H,F,3,L,F,A,U,2
NWN,other,40004,A,0,XXXX,43,,U,F,0,L,E,D,R,2
HHS,TX,75229,A,0,XXXX,3,E,U,M,3,L,G,A,U,1
CNT,IN,46218,A,0,XXXX,10,I,U,F,0,L,F,B,U,4
HHH,TX,75040,A,0,XXXX,16,E,H,M,3,L,F,A,S,2
FOR,IL,62703,A,0,XXXX,27,E,H,M,3,L,D,C,C,2
SGI,WI,54914,A,0,XXXX,25,E,U,M,3,L,F,B,C,2
AML,other,55748,A,0,XXXX,53,I,U,M,3,L,F,D,R,3
OMH,IL,60660,A,0,XXXX,4,,U,F,3,L,G,A,U,2
UCA,IL,60188,A,0,XXXX,14,I,U,F,0,L,F,A,S,1
DNA,MI,48066,A,0,XXXX,8,E,H,M,1,L,E,A,U,3
MCC,CA,90717,A,0,XXXX,19,,H,Other,2,L,F,A,S,2
IMP,CA,94583,A,0,XXXX,24,,H,M,1,L,F,A,C,1
SCP,NC,28613,A,0,XXXX,39,E,H,M,2,L,D,B,T,2
DRK,GA,30075,A,0,XXXX,35,E,H,F,2,L,G,A,T,1
AML,other,58005,A,0,XXXX,49,E,U,M,3,L,E,C,R,2
GPD,other,29464,A,0,XXXX,35,,U,M,0,L,D,B,T,1
MBC,IN,46901,A,0,XXXX,39,E,U,F,2,L,F,C,T,2
SYN,other,70403,A,0,XXXX,36,E,H,M,3,L,E,C,T,2
HOS,other,72914,A,0,XXXX,30,,U,F,0,L,E,C,C,3
DON,CA,92835,A,0,XXXX,13,I,U,F,0,L,G,A,S,1
SGI,GA,30087,A,0,XXXX,12,E,H,M,3,L,F,A,S,1
HCC,WA,98029,A,0,XXXX,40,,H,M,2,L,F,A,R,2
RPH,other,97116,A,0,XXXX,15,E,U,F,3,L,F,B,S,1
SYN,other,96813,A,0,XXXX,40,,U,M,0,L,E,B,T,2
FIG,TX,79705,A,0,XXXX,24,,U,M,0,L,G,C,C,1
KCP,other,70083,A,0,XXXX,50,E,H,M,2,L,G,D,R,3
AMB,IL,60402,A,0,XXXX,20,,U,M,0,L,F,A,S,2
IMP,CA,95691-,A,0,XXXX,12,E,H,M,3,L,E,B,S,1
,CA,94024,A,0,XXXX,13,E,H,F,1,L,F,A,S,1
CNT,IL,60433,A,0,XXXX,28,E,H,F,2,L,F,A,C,2
IMP,FL,32119,A,0,XXXX,23,E,H,F,2,L,E,B,C,1
STV,NC,27419,A,0,XXXX,41,,U,M,2,L,F,B,T,3
FAR,other,83423,A,0,XXXX,49,,U,M,0,L,E,D,R,2
DRK,TX,78731,A,0,XXXX,11,E,H,F,3,L,F,B,S,1
NAS,other,29527,A,0,XXXX,47,E,H,F,3,L,F,C,R,2
LKE,MI,48506,A,0,XXXX,40,E,U,F,3,L,E,B,T,2
PV3,other,29646,A,0,XXXX,36,,U,M,0,L,F,C,T,2
HCC,FL,33433-,A,0,XXXX,11,,U,M,1,L,E,B,S,1
DNA,other,73401,A,0,XXXX,41,,H,M,2,L,D,D,T,3
IMP,WI,53811,A,0,XXXX,49,E,H,M,3,L,F,D,R,2
LAK,MO,63123,A,0,XXXX,5,E,H,M,3,L,F,A,U,2
HOS,NC,28301,A,0,XXXX,47,E,H,F,3,L,E,B,R,2
SYN,CA,92075,A,0,XXXX,13,I,U,F,0,L,E,A,S,1
NEW,CA,95452,A,0,XXXX,34,,U,M,0,L,F,A,T,1
CNT,other,39442,A,0,XXXX,41,E,H,M,2,L,G,C,T,3
,CA,95662,A,0,XXXX,18,,U,M,3,L,F,B,S,2
IMP,other,39046,A,0,XXXX,41,E,H,F,3,L,F,B,T,3
OLD,CA,94109,A,0,XXXX,4,E,U,F,3,L,F,A,U,2
AML,other,74105,A,0,XXXX,27,E,H,M,2,L,F,B,C,2
PV3,WA,98020,A,0,XXXX,20,E,U,F,3,L,G,A,S,2
RPH,other,52241,A,0,XXXX,27,E,H,M,3,L,F,C,C,2
BHG,FL,32503,A,0,XXXX,22,E,H,M,3,L,G,B,C,1
ARG,CA,90713,A,0,XXXX,5,E,U,F,3,L,E,A,U,2
DNA,WI,54558,A,0,XXXX,48,E,H,M,3,L,F,D,R,2
BHG,CA,92284,A,0,XXXX,36,,U,F,0,L,G,A,T,2
ARB,other,56307,A,0,XXXX,49,E,U,M,3,L,G,C,R,2
MBC,MO,64062,A,0,XXXX,49,I,U,F,0,L,F,B,R,2
L01,NC,28544,A,0,XXXX,39,E,H,M,3,L,G,C,T,2
AML,other,71104,A,0,XXXX,27,,H,M,3,L,G,B,C,2
AMB,CA,92104,A,0,XXXX,4,E,U,M,3,L,E,A,U,2
MIL,TX,77382,A,0,XXXX,2,,U,M,0,L,G,A,U,1
SGI,other,86439-,A,0,XXXX,22,E,H,F,2,L,G,C,C,1
JUD,GA,31405,A,0,XXXX,24,I,H,M,2,L,F,B,C,1
TVH,CA,96019-,A,0,XXXX,39,,U,F,3,L,G,C,T,2
ASE,GA,31211,A,0,XXXX,28,E,H,M,3,L,G,B,C,2
PBL,WI,53227,A,0,XXXX,20,I,U,F,0,L,F,B,S,2
FRC,other,89180,A,0,XXXX,11,,U,M,0,L,G,B,S,1
TRU,other,87461,A,0,XXXX,51,E,U,F,2,L,G,C,R,3
L01,other,73644,A,0,XXXX,41,E,U,M,3,L,D,D,T,3
AMB,TX,78251,A,0,XXXX,18,E,H,F,3,L,E,B,S,2
NNS,FL,33068,A,0,XXXX,7,E,H,F,3,L,F,A,U,2
HOS,IL,61104,A,0,XXXX,30,I,U,Other,2,L,D,B,C,3
MBC,other,36879,A,0,XXXX,50,,U,F,0,L,E,D,R,3
UBA,NC,28801,A,0,XXXX,31,,U,F,0,L,F,C,C,3
AML,CA,91107,A,0,XXXX,13,E,H,F,3,L,F,A,S,1
HHH,other,72641,A,0,XXXX,45,E,H,F,2,L,D,D,R,2
MIS,IL,62521,A,0,XXXX,30,E,H,F,2,L,D,C,C,3
CWR,FL,34449,A,0,XXXX,7,,U,F,0,L,F,D,U,2
RMG,WI,53583,A,0,XXXX,46,E,U,M,3,L,F,D,R,2
HER,other,84109,A,0,XXXX,7,E,U,F,1,L,G,B,U,2
USB,NC,28314,A,0,XXXX,27,E,H,M,3,L,G,B,C,2
HJR,CA,90232,A,0,XXXX,3,E,H,M,3,L,F,A,U,1
LIF,MI,48647,A,0,XXXX,51,E,U,F,1,L,G,D,R,3
MBC,NC,27959,A,0,XXXX,46,E,H,M,2,L,D,D,R,2
TIM,CA,93637,A,0,XXXX,28,E,H,F,2,L,F,C,C,2
DON,other,84123,A,0,XXXX,9,E,H,F,3,L,F,B,U,3
CNT,CA,93012,A,0,XXXX,24,,H,F,1,L,E,A,C,1
MAT,NC,28409,A,0,XXXX,24,E,H,F,3,L,G,C,C,1
IWD,other,40601,A,0,XXXX,38,E,H,F,3,L,F,D,T,2
CMB,CA,91436,A,0,XXXX,13,,U,M,0,L,F,A,S,1
AML,other,85331,A,0,XXXX,46,,U,F,0,L,G,A,R,2
FOR,other,85215,A,0,XXXX,40,,U,F,1,L,D,A,R,2
CNT,CA,95820-,A,0,XXXX,8,,U,F,0,L,G,B,U,3
RPH,CA,93003,A,0,XXXX,24,E,H,F,3,L,D,A,C,1
PCL,other,73110,A,0,XXXX,30,E,H,F,3,L,G,B,C,3
ARG,NC,27545,A,0,XXXX,40,E,H,M,3,L,F,B,T,2
MSD,IL,60660,A,0,XXXX,28,E,H,F,3,L,F,A,C,2
ANT,IN,46219,A,0,XXXX,21,,U,F,3,L,F,B,S,3
NSH,IL,60540,A,0,XXXX,20,E,U,F,2,L,F,A,S,2
EAS,FL,33981,A,0,XXXX,39,E,H,M,3,L,F,C,T,2
ARG,CA,91202,A,0,XXXX,11,,U,F,0,L,F,A,S,1
LIS,IL,62935,A,0,XXXX,49,E,H,F,2,L,D,D,R,2
LIS,TX,76557,A,0,XXXX,42,E,H,F,2,L,F,C,R,1
DNA,WI,54304,A,0,XXXX,27,E,U,M,3,L,F,C,C,2
CRG,IN,46226,A,0,XXXX,20,,U,F,0,L,F,B,S,2
,TX,79059,A,0,XXXX,49,E,U,F,2,L,G,D,R,2
HHH,TX,77093,A,0,XXXX,30,E,H,F,2,L,F,A,C,3
SYN,IN,46327,A,0,XXXX,30,I,U,F,0,L,F,A,C,3
ARG,CA,94965,A,0,XXXX,15,E,H,M,3,L,G,A,S,1
AGR,other,56511,A,0,XXXX,40,,U,F,0,L,F,D,R,2
BHG,NC,28304,A,0,XXXX,27,E,H,F,2,L,E,B,C,2
ARB,WI,53024,A,0,XXXX,35,I,U,F,0,L,F,B,T,1
HHH,CA,90701,A,0,XXXX,8,,H,M,2,L,G,A,U,3
GRI,FL,34233,A,0,XXXX,29,,U,F,0,L,F,B,C,2
LIS,other,89506,A,0,XXXX,44,,U,F,0,L,E,B,R,2
FOR,WI,54409,A,0,XXXX,49,E,U,F,3,L,E,D,R,2
MCO,MO,65037,A,0,XXXX,53,,U,F,0,L,F,D,R,3
ARG,NC,27511,A,0,XXXX,14,E,H,F,1,L,F,B,S,1
MSD,IL,60602,A,0,XXXX,3,,U,M,1,L,F,A,U,1
FOR,CA,92804,A,0,XXXX,2,E,H,M,3,L,F,A,U,1
PCL,WA,98273,A,0,XXXX,38,,U,F,0,L,E,C,T,2
FRC,WA,98685,A,0,XXXX,16,E,U,F,3,L,E,B,S,2
ARG,GA,30022,A,0,XXXX,14,E,H,M,3,L,F,A,S,1
WKB,other,55071,B,0,XXXX,21,E,U,F,2,L,D,A,S,3
SYN,CA,92508,A,0,XXXX,35,E,H,F,2,L,F,A,T,1
AMB,IL,60085,A,0,XXXX,20,E,U,F,1,L,G,A,S,2
MCO,other,56048,A,0,XXXX,45,,U,F,0,L,F,D,R,2
GUR,TX,78228,A,0,XXXX,10,E,H,M,3,L,F,B,U,4
NEW,other,37421,A,0,XXXX,16,E,H,F,3,L,F,B,S,2
MAT,FL,33756,A,0,XXXX,10,E,H,M,3,L,E,A,U,4
DCD,other,80501,A,0,XXXX,31,E,H,M,3,L,F,B,C,3
ASC,FL,33484,A,0,XXXX,33,E,H,M,1,L,F,B,C,3
APP,other,85710,A,0,XXXX,27,E,H,F,3,L,D,B,C,2
AML,MO,63348,A,0,XXXX,44,E,U,M,3,L,F,A,R,2
MBC,other,39532,A,0,XXXX,12,E,H,F,3,L,E,C,S,1
AMB,CA,93514,A,0,XXXX,38,,U,F,0,L,D,D,T,2
IMA,other,99706,A,0,XXXX,31,I,U,F,2,L,F,C,C,3
ANT,CA,94536,A,0,XXXX,3,E,H,F,3,L,G,A,U,1
LHJ,other,80907,A,0,XXXX,11,,U,F,0,L,F,B,S,1
PLU,CA,92692,A,0,XXXX,23,E,H,F,3,L,D,A,C,1
IMP,other,89431,A,0,XXXX,23,E,H,F,2,L,F,B,C,1
MBC,TX,76665,B,0,XXXX,45,,U,F,2,L,E,D,R,2
DNA,other,29617,A,0,XXXX,22,I,U,F,0,L,E,B,C,1
HCC,CA,91316,A,0,XXXX,11,E,H,M,2,L,G,A,S,1
ENQ,TX,75230,A,0,XXXX,23,E,H,M,3,L,E,A,C,1
TVF,TX,76645,A,0,XXXX,48,E,H,F,3,L,G,D,R,2
SMI,IL,60194,A,0,XXXX,12,E,U,M,1,L,G,A,S,1
HHH,FL,33486,A,0,XXXX,17,E,U,F,3,L,F,B,S,2
HER,MO,65041,A,0,XXXX,45,,U,F,0,L,F,D,R,2
AML,other,35950,A,0,XXXX,36,,U,F,0,L,F,C,T,2
L01,other,42717,A,0,XXXX,51,E,H,F,3,L,G,D,R,3
BHG,other,50158-,A,0,XXXX,40,E,H,F,3,L,F,D,T,2
STL,other,97301,A,0,XXXX,40,,U,M,3,L,F,B,R,2
FRC,other,11704-,A,0,XXXX,33,E,H,F,3,L,F,A,C,3
AML,other,89014,A,0,XXXX,11,E,H,M,3,L,F,B,S,1
MBC,other,87111,A,0,XXXX,2,,U,M,0,L,G,B,U,1
HOS,other,80013,A,0,XXXX,18,E,H,F,1,L,F,B,S,2
ADD,GA,30721,A,0,XXXX,39,E,H,F,3,L,F,C,T,2
LIS,CA,92345,A,0,XXXX,30,E,H,M,3,L,E,A,C,3
GDA,WI,53029,A,0,XXXX,40,,U,M,0,L,F,B,T,2
RPH,other,42301,A,0,XXXX,28,E,H,F,3,L,E,C,C,2
HER,other,80631,A,0,XXXX,30,E,H,M,3,L,E,C,C,3
HOS,CA,95242,A,0,XXXX,28,E,H,F,2,L,F,B,C,2
ESN,MI,48343,A,0,XXXX,27,I,U,F,0,L,F,A,C,2
MCO,MI,48309,A,0,XXXX,14,E,H,F,3,L,G,A,S,1
IMP,other,29150,A,0,XXXX,35,E,H,M,3,L,E,C,T,1
BHG,other,80513,A,0,XXXX,35,,U,M,0,L,E,C,T,1
AMB,FL,32159,A,0,XXXX,3,,H,F,3,L,D,D,U,1
PLN,other,97405,A,0,XXXX,42,E,H,F,1,L,F,B,R,1
MON,MO,64067,A,0,XXXX,45,E,H,M,3,L,E,B,R,2
MB1,other,97432,A,0,XXXX,41,E,H,M,2,L,F,C,T,3
BHG,NC,28519,A,0,XXXX,41,,U,M,0,L,F,C,T,3
MBC,other,36111,A,0,XXXX,23,E,H,F,3,L,F,B,C,1
AML,MI,48197,A,0,XXXX,25,,U,Other,3,L,F,A,C,2
UCA,TX,78215,A,0,XXXX,31,,U,M,0,L,E,B,C,3
AMB,CA,95630,A,0,XXXX,20,E,H,F,2,L,E,B,S,2
PV3,other,35131,A,0,XXXX,51,,U,F,0,L,F,B,R,3
LHJ,FL,33617,A,0,XXXX,13,E,H,F,3,L,E,A,S,1
L11,other,69101,A,0,XXXX,41,E,U,M,1,L,D,D,T,3
BAN,CA,91423,A,0,XXXX,13,I,H,M,2,L,G,A,S,1
TRL,MI,48433,A,0,XXXX,38,I,U,M,2,L,F,B,T,2
L04,NC,28105,A,0,XXXX,35,,U,F,0,L,E,B,T,1
WKB,IL,60641,A,0,XXXX,5,E,H,F,1,L,E,A,U,2
GUR,other,68740,A,0,XXXX,49,I,U,M,3,L,E,D,R,2
HAN,WA,98012,A,0,XXXX,18,I,U,F,0,L,F,A,S,2
BOA,FL,33159,A,0,XXXX,19,,U,F,0,L,G,A,S,2
SSS,GA,30349,A,0,XXXX,18,,H,F,3,L,F,A,S,2
AMB,IL,60632,A,0,XXXX,8,I,H,F,2,L,E,A,U,3
IMP,MI,49107,A,0,XXXX,37,,U,F,1,L,D,C,T,2
MBC,NC,28479,A,0,XXXX,50,,U,F,2,L,F,C,R,3
BHG,IN,47243,A,0,XXXX,43,,U,F,3,L,F,D,R,2
MBC,other,82601,A,0,XXXX,27,E,H,F,2,L,F,C,C,2
FOR,IL,60014,A,0,XXXX,40,,U,F,1,L,E,A,T,2
FRC,TX,78218,A,0,XXXX,17,E,H,M,3,L,E,B,S,2
ARB,other,37148,A,0,XXXX,43,,U,M,0,L,F,B,R,2
L16,CA,93063,A,0,XXXX,24,E,H,M,3,L,G,A,C,1
IMP,other,37721,A,0,XXXX,43,E,H,M,3,L,F,B,R,2
AML,other,55435,A,0,XXXX,15,E,U,F,1,L,E,A,S,1
TPS,IL,60478,A,0,XXXX,18,,U,F,2,L,F,A,S,2
AGR,FL,32708,A,0,XXXX,12,,U,F,0,L,G,B,S,1
IHD,other,67220,A,0,XXXX,18,E,H,F,3,L,F,B,S,2
BBK,WI,53589,A,0,XXXX,36,E,H,F,3,L,E,B,T,2
SDP,WA,98118,A,0,XXXX,16,E,H,F,3,L,F,A,S,2
MBC,TX,76015,A,0,XXXX,27,E,H,M,3,L,F,A,C,2
